satisfaction_level,last_evaluation,number_project,sales,salary
0.79,0.98,4,sales,low
0.43,0.51,2,sales,low
0.8,0.95,4,sales,low
0.44,0.49,2,sales,low
0.89,0.87,5,marketing,low
0.48,0.88,3,sales,low
0.11,0.82,6,accounting,low
0.38,0.55,2,support,low
0.11,0.85,6,technical,medium
0.82,0.86,4,management,medium
0.37,0.45,2,marketing,medium
0.4,0.48,2,marketing,medium
0.43,0.47,2,marketing,medium
0.44,0.5,2,sales,medium
0.42,0.56,2,sales,medium
0.11,0.8,7,sales,medium
0.78,0.87,4,sales,medium
0.46,0.86,2,sales,medium
0.77,0.91,5,sales,medium
0.83,0.82,4,sales,medium
0.32,0.58,5,sales,high
0.9,0.92,5,sales,low
0.42,0.52,2,sales,medium
0.1,0.96,6,sales,medium
0.1,0.91,6,sales,medium
0.44,0.49,2,sales,medium
0.1,0.95,7,sales,low
0.11,0.8,6,sales,low
0.1,0.89,6,sales,low
0.39,0.47,2,sales,low
0.92,0.92,4,sales,low
0.43,0.56,2,sales,low
0.11,0.89,6,accounting,low
0.81,1,5,accounting,low
0.11,0.85,7,accounting,low
0.87,1,5,hr,low
0.37,0.46,2,hr,low
0.39,0.56,2,hr,low
0.61,0.86,4,hr,low
0.11,0.95,6,technical,low
0.09,0.9,7,technical,low
0.36,0.52,2,technical,low
0.09,0.94,6,technical,low
0.41,0.71,4,technical,low
0.4,0.46,2,technical,low
0.1,0.91,6,technical,low
0.46,0.53,2,technical,low
0.39,0.57,2,technical,medium
0.41,0.5,2,technical,medium
0.1,0.94,7,technical,medium
0.39,0.51,2,support,medium
0.73,0.83,5,support,medium
0.41,0.45,2,support,medium
0.37,0.51,2,support,medium
0.38,0.5,2,support,medium
0.8,0.63,5,support,medium
0.09,0.85,5,support,medium
0.85,0.92,4,support,medium
0.42,0.54,2,support,medium
0.41,0.48,2,support,high
0.38,0.46,2,support,low
0.72,1,5,technical,medium
0.11,0.74,6,technical,medium
0.37,0.47,2,technical,medium
0.1,0.81,6,management,medium
0.36,0.54,2,IT,low
0.92,0.94,5,IT,low
0.11,0.87,5,IT,low
0.39,0.56,2,IT,low
0.11,0.95,6,IT,low
0.45,0.45,2,product_mng,low
0.44,0.55,2,product_mng,low
0.85,0.97,4,product_mng,low
0.43,0.52,2,product_mng,low
0.75,0.86,5,IT,low
0.11,0.55,2,RandD,low
0.36,0.5,2,RandD,low
0.1,0.79,6,RandD,low
0.74,0.89,5,RandD,low
0.4,0.46,2,RandD,low
0.09,0.77,6,marketing,low
0.76,0.91,4,sales,low
0.45,0.57,2,accounting,low
0.84,0.88,4,support,low
0.38,0.45,2,technical,low
0.38,0.46,2,management,low
0.38,0.54,2,marketing,medium
0.86,0.94,5,marketing,medium
0.37,0.46,2,marketing,medium
0.37,0.5,2,sales,medium
0.87,1,4,sales,medium
0.11,0.85,6,sales,medium
0.42,0.5,2,sales,medium
0.43,0.48,2,sales,medium
0.09,0.8,6,sales,medium
0.54,0.56,4,sales,medium
0.4,0.47,2,sales,medium
0.36,0.52,2,sales,medium
0.87,0.9,4,sales,high
0.75,0.88,4,sales,low
0.43,0.53,2,sales,medium
0.43,0.47,2,sales,medium
0.1,0.87,6,sales,medium
0.11,0.78,7,sales,medium
0.44,0.53,2,sales,low
0.39,0.48,2,sales,low
0.4,0.55,2,sales,low
0.92,0.87,4,sales,low
0.36,0.47,2,accounting,low
0.86,0.95,4,accounting,low
0.74,0.87,5,accounting,low
0.8,0.95,3,hr,low
0.36,0.48,2,hr,low
0.42,0.57,2,hr,low
0.42,0.47,2,hr,low
0.4,0.45,2,technical,low
0.46,0.53,2,technical,low
0.09,0.9,6,technical,low
0.88,0.89,4,technical,low
0.1,0.82,6,technical,low
0.1,0.97,6,technical,low
0.11,0.93,4,technical,low
0.84,0.88,5,technical,low
0.42,0.56,2,technical,low
0.1,0.86,6,technical,low
0.1,0.95,6,technical,medium
0.46,0.54,2,support,medium
0.09,0.97,7,support,medium
0.89,1,4,support,medium
0.82,1,4,support,medium
0.11,0.89,6,support,medium
0.81,0.84,5,support,medium
0.81,0.94,5,support,medium
0.77,1,4,support,medium
0.63,0.94,3,support,medium
0.4,0.57,2,support,medium
0.86,1,4,support,medium
0.37,0.49,2,technical,high
0.44,0.5,2,technical,low
0.74,0.89,5,technical,medium
0.79,1,4,management,medium
0.09,0.92,6,IT,medium
0.37,0.48,2,IT,medium
0.09,0.78,6,IT,low
0.09,0.84,6,IT,low
0.1,0.8,7,IT,low
0.45,0.56,2,product_mng,low
0.4,0.51,2,product_mng,low
0.31,0.95,6,product_mng,low
0.7,0.93,2,product_mng,low
0.36,0.48,2,IT,low
0.34,0.97,6,RandD,low
0.87,0.83,5,RandD,low
0.11,0.91,6,RandD,low
0.47,0.81,4,RandD,low
0.43,0.52,2,RandD,low
0.43,0.47,2,marketing,low
0.45,0.57,2,sales,low
0.74,1,5,accounting,low
0.1,0.89,6,support,low
0.78,0.87,5,technical,low
0.9,0.95,5,management,low
0.53,0.95,6,marketing,low
0.45,0.54,2,marketing,low
0.86,0.83,4,marketing,medium
0.74,0.89,4,sales,medium
0.09,0.79,6,sales,medium
0.8,0.95,5,sales,medium
0.46,0.53,2,sales,medium
0.86,0.95,5,sales,medium
0.86,0.95,4,sales,medium
0.9,0.91,4,sales,medium
0.87,0.88,5,sales,medium
0.83,0.94,4,sales,medium
0.77,0.83,4,sales,medium
0.77,1,4,sales,medium
0.9,0.86,5,sales,high
0.73,0.92,4,sales,low
0.91,0.9,4,sales,medium
0.36,0.53,2,sales,medium
0.38,0.54,2,sales,medium
0.44,0.46,2,sales,medium
0.73,1,5,sales,low
0.89,0.91,5,sales,low
0.11,0.77,6,accounting,low
0.1,0.77,7,accounting,low
0.37,0.46,2,accounting,low
0.38,0.48,2,hr,low
0.42,0.48,2,hr,low
0.44,0.46,2,hr,low
0.11,0.83,6,hr,low
0.09,0.97,7,technical,low
0.43,0.47,2,technical,low
0.38,0.52,2,technical,low
0.11,0.89,6,technical,low
0.37,0.49,2,technical,low
0.44,0.57,2,technical,low
0.72,0.82,5,technical,low
0.1,0.91,7,technical,low
0.73,0.86,5,technical,low
0.09,0.82,7,technical,low
0.44,0.46,2,technical,low
0.09,0.82,6,support,low
0.1,0.87,6,support,medium
0.11,0.86,6,support,medium
0.42,0.46,2,support,medium
0.09,0.85,6,support,medium
0.72,0.88,5,support,medium
0.75,0.97,4,support,medium
0.44,0.5,2,support,medium
0.11,0.91,6,support,medium
0.38,0.47,2,support,medium
0.39,0.57,2,support,medium
0.1,0.9,7,technical,medium
0.43,0.52,2,technical,medium
0.39,0.57,2,technical,high
0.88,0.87,4,management,low
0.1,0.85,7,IT,medium
0.1,0.89,5,IT,medium
0.11,0.93,6,IT,medium
0.37,0.47,2,IT,medium
0.37,0.48,2,IT,low
0.77,0.87,4,product_mng,low
0.91,0.94,5,product_mng,low
0.46,0.51,2,product_mng,low
0.11,0.87,6,product_mng,low
0.86,0.91,5,IT,low
0.87,0.88,5,sales,low
0.09,0.92,6,sales,low
0.42,0.46,2,sales,low
0.82,0.83,4,sales,low
0.46,0.48,2,sales,low
0.88,1,5,marketing,low
0.1,0.91,6,marketing,low
0.43,0.45,2,sales,low
0.37,0.49,2,accounting,low
0.8,0.95,5,support,low
0.83,0.95,5,technical,low
0.39,0.57,2,management,low
0.77,0.92,5,marketing,low
0.43,0.46,2,marketing,low
0.79,0.96,4,marketing,low
0.39,0.55,2,sales,medium
0.1,0.88,7,sales,medium
0.39,0.53,2,sales,medium
0.11,0.89,6,sales,medium
0.4,0.51,2,sales,medium
0.42,0.52,2,sales,medium
0.57,0.85,4,sales,medium
0.11,0.95,7,sales,medium
0.36,0.73,4,sales,medium
0.11,0.94,7,sales,medium
0.35,0.8,6,sales,medium
0.78,0.99,5,sales,medium
0.11,0.93,7,sales,high
0.1,0.96,6,sales,low
0.42,0.54,2,sales,medium
0.43,0.5,2,sales,medium
0.79,0.84,5,sales,medium
0.45,0.45,2,sales,medium
0.09,0.91,6,sales,low
0.11,0.91,6,accounting,low
0.45,0.49,2,accounting,low
0.11,0.91,6,accounting,low
0.09,0.8,6,hr,low
0.78,0.71,4,hr,low
0.38,0.5,2,hr,low
0.82,0.82,4,hr,low
0.85,0.89,4,technical,low
0.45,0.46,2,technical,low
0.77,0.89,5,technical,low
0.39,0.5,2,technical,low
0.91,0.9,4,technical,low
0.11,0.77,6,technical,low
0.46,0.45,2,technical,low
0.43,0.49,2,technical,low
0.11,0.96,6,technical,low
0.1,0.93,6,technical,low
0.09,0.8,5,technical,low
0.36,0.51,2,support,low
0.11,0.89,6,support,low
0.09,0.77,6,support,medium
0.44,0.51,2,support,medium
0.73,0.97,5,support,medium
0.21,0.58,7,support,medium
0.8,0.85,4,support,medium
0.37,0.55,2,support,medium
0.79,0.96,5,support,medium
0.09,0.8,6,support,medium
0.75,0.74,6,support,medium
0.83,1,5,technical,medium
0.1,0.77,5,technical,medium
0.44,0.55,2,technical,medium
0.42,0.97,6,management,high
0.43,0.56,2,IT,low
0.09,0.84,7,IT,medium
0.44,0.53,2,IT,medium
0.81,0.98,5,IT,medium
0.1,0.79,7,IT,medium
0.1,0.93,6,product_mng,low
0.11,0.83,6,product_mng,low
0.09,0.77,6,product_mng,low
0.75,0.83,5,product_mng,low
0.38,0.55,2,IT,low
0.09,0.87,7,IT,low
0.74,0.97,5,IT,low
0.44,0.56,2,IT,low
0.76,0.95,4,RandD,low
0.42,0.56,2,RandD,low
0.75,1,4,RandD,low
0.36,0.52,2,marketing,low
0.75,0.93,5,sales,low
0.4,0.46,2,accounting,low
0.75,0.89,4,support,low
0.09,0.84,6,technical,low
0.39,0.46,2,management,low
0.4,0.48,2,marketing,low
0.39,0.54,2,marketing,low
0.1,0.85,7,marketing,low
0.42,0.55,2,sales,low
0.37,0.52,2,sales,medium
0.11,0.98,6,sales,medium
0.09,0.88,7,sales,medium
0.41,0.54,2,sales,medium
0.42,0.49,2,sales,medium
0.4,0.49,2,sales,medium
0.36,0.47,2,sales,medium
0.74,0.9,4,sales,medium
0.66,1,5,sales,medium
0.38,0.47,2,sales,medium
0.43,0.51,2,sales,medium
0.43,0.53,2,sales,medium
0.1,0.85,6,sales,high
0.82,0.85,4,sales,low
0.1,0.77,6,sales,medium
0.1,0.93,6,sales,medium
0.43,0.49,2,sales,medium
0.09,0.94,7,sales,medium
0.41,0.54,2,accounting,low
0.1,0.82,7,accounting,low
0.88,0.92,4,accounting,low
0.43,0.57,2,hr,low
0.42,0.5,2,hr,low
0.85,1,4,hr,low
0.38,0.49,2,hr,low
0.39,0.47,2,technical,low
0.41,0.48,2,technical,low
0.88,0.92,4,technical,low
0.78,0.96,4,technical,low
0.45,0.48,2,technical,low
0.09,0.95,6,technical,low
0.44,0.56,2,technical,low
0.11,0.84,6,technical,low
0.36,0.51,2,technical,low
0.86,0.98,4,technical,low
0.1,0.92,6,technical,low
0.45,0.53,2,support,low
0.42,0.53,2,support,low
0.36,0.55,2,support,low
0.45,0.55,2,support,medium
0.38,0.57,2,support,medium
0.11,0.97,6,support,medium
0.45,0.46,2,support,medium
0.87,0.95,5,support,medium
0.45,0.53,2,support,medium
0.1,0.83,6,support,medium
0.44,0.54,2,support,medium
0.78,1,4,technical,medium
0.38,0.56,2,technical,medium
0.85,0.84,5,technical,medium
0.36,0.48,2,management,medium
0.75,0.88,5,IT,high
0.81,0.81,4,IT,low
0.4,0.55,2,IT,medium
0.83,0.83,5,IT,medium
0.41,0.52,2,IT,medium
0.42,0.57,2,product_mng,medium
0.09,0.83,7,product_mng,low
0.87,0.81,5,product_mng,low
0.43,0.56,6,product_mng,low
0.39,0.51,2,IT,low
0.1,0.9,6,RandD,low
0.41,0.52,2,RandD,low
0.72,1,2,RandD,low
0.44,0.55,2,RandD,low
0.38,0.5,2,RandD,low
0.46,0.52,2,RandD,low
0.4,0.49,2,marketing,low
0.45,0.45,2,sales,low
0.89,0.89,5,accounting,low
0.1,0.97,7,support,low
0.46,0.48,2,technical,low
0.09,0.78,7,management,low
0.45,0.57,2,marketing,low
0.89,0.98,4,marketing,low
0.62,0.77,5,marketing,low
0.11,0.93,6,sales,low
0.44,0.5,2,sales,low
0.09,0.94,6,sales,medium
0.56,0.75,5,sales,medium
0.77,0.89,4,sales,medium
0.39,0.49,2,sales,medium
0.1,0.92,5,sales,medium
0.72,0.85,5,sales,medium
0.4,0.52,2,sales,medium
0.11,0.81,6,sales,medium
0.88,1,5,sales,medium
0.37,0.51,2,sales,medium
0.11,0.96,6,sales,medium
0.4,0.52,2,sales,medium
0.1,0.86,6,sales,high
0.62,0.89,3,sales,low
0.78,0.86,4,sales,medium
0.37,0.52,2,sales,medium
0.76,0.82,4,sales,medium
0.42,0.53,2,accounting,medium
0.1,0.77,6,accounting,low
0.42,0.47,2,accounting,low
0.1,0.96,7,hr,low
0.1,0.81,6,hr,low
0.42,0.47,2,hr,low
0.09,0.86,6,hr,low
0.1,0.8,6,technical,low
0.11,0.89,7,technical,low
0.44,0.53,2,technical,low
0.87,0.9,3,technical,low
0.44,0.46,2,technical,low
0.41,0.56,2,technical,low
0.51,0.79,4,technical,low
0.89,0.96,5,technical,low
0.1,0.96,6,technical,low
0.9,0.94,5,technical,low
0.36,0.55,2,technical,low
0.44,0.54,2,support,low
0.39,0.57,2,support,low
0.38,1,5,support,low
0.73,0.95,4,support,low
0.1,0.96,6,support,medium
0.89,0.83,5,support,medium
0.87,0.85,5,support,medium
0.84,0.89,4,support,medium
0.11,0.77,6,support,medium
0.74,1,5,support,medium
0.79,0.97,4,support,medium
0.1,0.92,7,technical,medium
0.83,0.95,5,technical,medium
0.1,0.79,6,technical,medium
0.45,0.5,2,management,medium
0.29,0.48,2,IT,medium
0.46,0.46,2,IT,high
0.11,0.83,6,IT,low
0.75,0.89,5,IT,medium
0.4,0.5,2,IT,medium
0.37,0.46,2,product_mng,medium
0.41,0.52,2,product_mng,medium
0.1,0.83,6,product_mng,low
0.39,0.52,2,product_mng,low
0.4,0.45,2,IT,low
0.41,0.52,2,RandD,low
0.11,0.89,6,RandD,low
0.74,0.99,5,RandD,low
0.42,0.46,2,RandD,low
0.88,0.88,4,RandD,low
0.37,0.53,2,RandD,low
0.78,0.81,4,marketing,low
0.46,0.5,2,sales,low
0.74,1,5,accounting,low
0.11,0.86,6,support,low
0.8,0.87,5,technical,low
0.37,0.48,2,management,low
0.87,0.92,4,marketing,low
0.9,0.84,5,marketing,low
0.1,0.88,6,marketing,low
0.43,0.46,2,sales,low
0.11,0.91,6,sales,low
0.4,0.46,2,sales,low
0.09,0.93,7,sales,medium
0.4,0.5,2,sales,medium
0.14,0.7,5,sales,medium
0.4,0.49,2,sales,medium
0.11,0.79,6,sales,medium
0.72,1,4,sales,medium
0.39,0.57,2,sales,medium
0.82,0.93,4,sales,medium
0.41,0.52,2,sales,medium
0.45,0.51,2,sales,medium
0.2,0.7,6,sales,medium
0.43,0.53,2,sales,medium
0.39,0.55,2,sales,high
0.11,0.86,6,sales,low
0.45,0.47,2,sales,medium
0.11,0.87,6,sales,medium
0.84,0.86,5,accounting,medium
0.86,0.96,5,accounting,medium
0.79,0.93,5,accounting,low
0.39,0.57,2,hr,low
0.15,0.62,4,hr,low
0.81,1,4,hr,low
0.39,0.53,2,hr,low
0.92,0.94,4,technical,low
0.9,0.98,5,technical,low
0.32,0.6,2,technical,low
0.46,0.46,2,technical,low
0.83,0.98,4,technical,low
0.39,0.47,2,technical,low
0.2,0.9,6,technical,low
0.11,0.85,6,technical,low
0.11,0.96,6,technical,low
0.1,0.95,7,technical,low
0.75,0.87,5,technical,low
0.44,0.57,2,support,low
0.86,0.93,5,support,low
0.1,0.82,6,support,low
0.39,0.49,2,support,low
0.45,0.48,2,support,low
0.1,0.94,7,support,medium
0.36,0.55,2,support,medium
0.57,0.61,4,support,medium
0.09,0.87,6,support,medium
0.87,0.91,4,support,medium
0.43,0.52,2,support,medium
0.36,0.5,2,technical,medium
0.91,0.99,5,technical,medium
0.41,0.48,2,technical,medium
0.37,0.52,2,management,medium
0.43,0.45,2,IT,medium
0.43,0.57,2,IT,medium
0.4,0.53,2,IT,high
0.1,0.89,7,IT,low
0.76,0.99,4,IT,medium
0.82,0.93,4,product_mng,medium
0.11,0.83,7,product_mng,medium
0.43,0.52,2,product_mng,medium
0.11,0.88,7,product_mng,low
0.41,0.48,2,IT,low
0.73,0.87,5,RandD,low
0.37,0.57,2,RandD,low
0.11,0.89,6,RandD,low
0.46,0.52,2,RandD,low
0.41,0.5,2,RandD,low
0.78,0.78,4,RandD,low
0.78,0.86,5,marketing,low
0.72,0.86,5,sales,low
0.63,0.83,6,accounting,low
0.55,1,6,support,low
0.45,0.55,2,technical,low
0.39,0.51,2,management,low
0.1,0.81,6,marketing,low
0.4,0.5,2,marketing,low
0.39,0.54,2,marketing,low
0.78,0.45,4,sales,low
0.42,0.53,2,sales,low
0.39,0.54,2,sales,low
0.46,0.57,2,sales,low
0.1,0.92,6,sales,medium
0.45,0.47,2,sales,medium
0.1,0.83,6,sales,medium
0.1,0.89,7,sales,medium
0.78,0.86,5,sales,medium
0.4,0.65,2,sales,medium
0.45,0.51,2,sales,medium
0.39,0.56,2,sales,medium
0.43,0.48,2,sales,medium
0.09,0.96,6,sales,medium
0.79,0.86,5,sales,medium
0.44,0.47,2,sales,medium
0.79,0.95,5,sales,high
0.38,0.46,2,sales,low
0.36,0.56,2,sales,medium
0.39,0.57,2,accounting,medium
0.09,0.93,6,accounting,medium
0.16,0.65,4,accounting,medium
0.09,0.77,6,hr,low
0.11,0.87,6,hr,low
0.44,0.56,2,hr,low
0.11,0.88,7,hr,low
0.11,0.97,6,technical,low
0.45,0.52,2,technical,low
0.1,0.96,7,technical,low
0.4,0.46,2,technical,low
0.38,0.55,2,technical,low
0.39,0.56,2,technical,low
0.38,0.55,2,technical,low
0.38,0.45,2,technical,low
0.17,0.75,3,technical,low
0.79,0.84,5,technical,low
0.1,0.85,7,technical,low
0.37,0.48,2,support,low
0.42,0.49,2,support,low
0.44,0.48,2,support,low
0.11,0.83,6,support,low
0.39,0.48,2,support,low
0.1,0.83,5,support,low
0.4,0.46,2,support,medium
0.86,0.91,5,support,medium
0.37,0.46,2,support,medium
0.4,0.51,2,support,medium
0.43,0.48,2,support,medium
0.88,0.88,5,technical,medium
0.44,0.52,2,technical,medium
0.87,1,4,technical,medium
0.4,0.46,2,management,medium
0.45,0.52,2,IT,medium
0.84,0.93,4,IT,medium
0.1,0.68,3,IT,medium
0.72,0.99,5,IT,high
0.4,0.5,2,IT,low
0.45,0.5,2,product_mng,medium
0.89,0.98,5,product_mng,medium
0.4,0.55,2,product_mng,medium
0.38,0.53,2,product_mng,medium
0.38,0.47,2,IT,low
0.1,0.82,7,RandD,low
0.42,0.48,2,RandD,low
0.74,0.86,5,RandD,low
0.1,0.8,6,RandD,low
0.82,0.9,5,RandD,low
0.38,0.55,2,marketing,low
0.41,0.56,2,sales,low
0.4,0.47,2,accounting,low
0.83,0.98,4,support,low
0.36,0.57,2,technical,low
0.75,0.98,4,management,low
0.44,0.53,2,marketing,low
0.1,0.94,6,marketing,low
0.39,0.52,2,marketing,low
0.09,0.84,7,sales,low
0.4,0.57,2,sales,low
0.41,0.54,2,sales,low
0.83,0.92,4,sales,low
0.42,0.47,2,sales,low
0.61,0.46,5,sales,low
0.44,0.52,2,sales,medium
0.77,0.81,5,sales,medium
0.81,0.95,4,sales,medium
0.1,0.78,6,sales,medium
0.73,0.84,5,sales,medium
0.09,0.83,6,sales,medium
0.9,0.99,4,sales,medium
0.88,1,4,sales,medium
0.09,0.87,7,sales,medium
0.4,0.56,2,sales,medium
0.17,0.55,6,sales,medium
0.82,0.82,5,sales,medium
0.9,0.83,4,sales,high
0.83,0.92,4,accounting,low
0.44,0.5,2,accounting,medium
0.5,0.85,4,accounting,medium
0.14,0.61,6,hr,medium
0.77,0.82,4,hr,medium
0.09,0.83,6,hr,low
0.11,0.88,6,hr,low
0.44,0.57,2,technical,low
0.43,0.52,2,technical,low
0.12,0.8,5,technical,low
0.1,0.86,7,technical,low
0.1,0.96,6,technical,low
0.4,0.48,2,technical,low
0.41,0.47,2,technical,low
0.37,0.48,2,technical,low
0.4,0.48,2,technical,low
0.74,0.96,4,technical,low
0.39,0.48,2,technical,low
0.11,0.9,5,support,low
0.36,0.51,2,support,low
0.8,0.83,5,support,low
0.6,0.85,3,support,low
0.36,0.54,2,support,low
0.1,0.96,6,support,low
0.65,0.86,2,support,low
0.49,0.73,4,support,low
0.73,0.96,5,support,medium
0.11,0.8,6,support,medium
0.73,0.91,4,support,medium
0.43,0.46,2,technical,medium
0.73,0.93,5,technical,medium
0.76,0.85,5,technical,medium
0.09,0.96,6,management,medium
0.9,0.81,5,IT,medium
0.1,0.81,6,IT,medium
0.43,0.48,2,IT,medium
0.41,0.55,2,IT,medium
0.41,0.57,2,IT,medium
0.1,0.87,6,product_mng,high
0.4,0.46,2,product_mng,low
0.4,0.53,2,product_mng,medium
0.36,0.48,5,product_mng,medium
0.83,0.95,5,IT,medium
0.83,0.94,5,RandD,medium
0.41,0.51,2,RandD,low
0.11,0.93,7,RandD,low
0.68,0.62,5,RandD,low
0.43,0.53,2,RandD,low
0.44,0.51,2,marketing,low
0.87,0.94,5,marketing,low
0.43,0.54,2,sales,low
0.89,0.48,3,accounting,low
0.83,0.88,5,support,low
0.11,0.87,6,technical,low
0.85,1,6,management,low
0.89,0.97,4,marketing,low
0.09,0.92,7,marketing,low
0.43,0.55,4,marketing,low
0.42,0.46,2,sales,low
0.43,0.54,2,sales,low
0.1,0.93,6,sales,low
0.37,0.46,2,sales,low
0.76,0.98,4,sales,low
0.88,0.89,4,sales,low
0.39,0.48,2,sales,low
0.45,0.54,2,sales,medium
0.91,0.95,5,sales,medium
0.86,0.85,5,sales,medium
0.39,0.53,2,sales,medium
0.89,1,4,sales,medium
0.11,0.86,6,sales,medium
0.1,0.87,6,sales,medium
0.38,0.57,2,sales,medium
0.4,0.54,2,sales,medium
0.86,0.97,5,sales,medium
0.1,0.86,6,sales,medium
0.1,0.85,6,sales,medium
0.42,0.5,2,accounting,high
0.36,0.46,2,accounting,low
0.39,0.48,2,accounting,medium
0.43,0.47,2,hr,medium
0.36,0.49,2,hr,medium
0.09,0.91,6,hr,medium
0.42,0.55,2,hr,low
0.42,0.46,2,technical,low
0.91,0.89,5,technical,low
0.41,0.56,2,technical,low
0.11,0.78,6,technical,low
0.09,0.83,6,technical,low
0.83,1,5,technical,low
0.11,0.78,6,technical,low
0.1,0.93,7,technical,low
0.42,0.55,2,technical,low
0.1,0.97,7,technical,low
0.38,0.51,2,technical,low
0.77,0.98,4,support,low
0.11,0.85,7,support,low
0.87,0.97,5,support,low
0.1,0.88,7,support,low
0.1,0.89,7,support,low
0.09,0.9,6,support,low
0.84,0.85,5,support,low
0.11,0.86,6,support,low
0.81,0.97,5,support,low
0.77,0.85,5,support,medium
0.42,0.47,2,support,medium
0.36,0.56,2,technical,medium
0.81,0.83,5,technical,medium
0.37,0.46,2,technical,medium
0.1,0.96,6,management,medium
0.14,0.55,6,IT,medium
0.41,0.51,2,IT,medium
0.44,0.55,2,IT,medium
0.82,0.94,5,IT,medium
0.67,0.54,3,IT,medium
0.44,0.57,2,product_mng,medium
0.42,0.54,2,product_mng,high
0.84,0.83,4,product_mng,low
0.86,1,4,product_mng,medium
0.56,0.86,5,IT,medium
0.09,0.93,6,RandD,medium
0.1,0.81,7,RandD,medium
0.39,0.54,2,RandD,low
0.75,0.89,5,RandD,low
0.43,0.55,2,RandD,low
0.09,0.96,7,marketing,low
0.83,0.94,4,sales,low
0.59,1,3,accounting,low
0.44,0.54,2,support,low
0.38,0.49,2,technical,low
0.76,0.98,5,management,low
0.22,0.86,4,marketing,low
0.4,0.46,2,marketing,low
0.41,0.48,2,marketing,low
0.38,0.51,2,sales,low
0.45,0.68,4,sales,low
0.39,0.56,2,sales,low
0.45,0.47,2,sales,low
0.42,0.53,2,sales,low
0.1,0.87,6,sales,low
0.78,0.96,5,sales,low
0.39,0.56,2,sales,low
0.1,0.87,7,sales,low
0.1,0.8,6,sales,medium
0.43,0.46,2,sales,medium
0.38,0.45,2,sales,medium
0.09,0.77,6,sales,medium
0.39,0.53,2,sales,medium
0.73,0.99,6,sales,medium
0.38,0.49,2,sales,medium
0.1,0.91,6,sales,medium
0.41,0.54,2,sales,medium
0.43,0.51,2,sales,medium
0.79,0.96,4,accounting,medium
0.1,0.81,6,accounting,medium
0.11,0.97,6,accounting,high
0.42,0.5,2,hr,low
0.36,0.51,2,hr,medium
0.63,0.93,5,hr,medium
0.41,0.56,2,hr,medium
0.36,0.46,2,technical,medium
0.1,0.9,6,technical,low
0.11,0.96,6,technical,low
0.44,0.54,2,technical,low
0.77,0.96,5,technical,low
0.91,1,4,technical,low
0.26,0.46,2,technical,low
0.81,0.93,5,technical,low
0.11,0.87,6,technical,low
0.92,0.89,4,technical,low
0.1,0.86,5,technical,low
0.45,0.51,2,support,low
0.11,0.94,6,support,low
0.23,0.7,5,support,low
0.86,0.95,4,support,low
0.44,0.55,2,support,low
0.41,0.56,2,support,low
0.84,0.97,5,support,low
0.42,0.52,2,support,low
0.11,0.88,7,support,low
0.38,0.46,2,support,low
0.11,0.96,7,support,low
0.1,0.83,6,technical,medium
0.86,0.88,5,technical,medium
0.91,1,4,technical,medium
0.37,0.53,2,management,medium
0.46,0.5,2,IT,medium
0.1,0.89,6,IT,medium
0.37,0.46,2,IT,medium
0.4,0.48,2,IT,medium
0.09,0.78,6,IT,medium
0.11,0.89,6,product_mng,medium
0.39,0.48,2,product_mng,medium
0.89,0.96,4,product_mng,medium
0.09,0.91,6,product_mng,high
0.88,0.97,4,IT,low
0.11,0.9,7,RandD,medium
0.1,0.95,6,RandD,medium
0.91,1,4,RandD,medium
0.44,0.52,2,RandD,medium
0.63,0.76,2,RandD,low
0.1,0.87,7,marketing,low
0.36,0.51,2,sales,low
0.45,0.51,2,accounting,low
0.73,1,5,support,low
0.37,0.55,2,technical,low
0.09,0.85,7,management,low
0.41,0.71,3,marketing,low
0.72,1,5,marketing,low
0.36,0.54,2,marketing,low
0.9,1,4,sales,low
0.44,0.56,2,sales,low
0.78,0.95,4,sales,low
0.37,0.52,2,sales,low
0.4,0.47,2,sales,low
0.84,1,5,sales,low
0.09,0.86,6,sales,low
0.83,0.93,4,sales,low
0.11,0.87,6,sales,low
0.37,0.5,2,sales,low
0.09,0.93,6,sales,low
0.43,0.47,2,sales,medium
0.39,0.56,2,sales,medium
0.85,0.9,2,sales,medium
0.38,0.52,2,sales,medium
0.76,0.84,5,sales,medium
0.44,0.51,2,sales,medium
0.73,1,4,sales,medium
0.43,0.53,2,sales,medium
0.43,0.51,2,accounting,medium
0.09,0.96,7,accounting,medium
0.43,0.53,2,accounting,medium
0.45,0.57,2,hr,medium
0.42,0.48,2,hr,high
0.41,0.46,2,hr,low
0.44,0.55,2,hr,medium
0.09,0.92,7,technical,medium
0.41,0.51,2,technical,medium
0.43,0.51,2,technical,medium
0.38,0.51,2,technical,low
0.85,0.96,4,technical,low
0.88,0.91,4,technical,low
0.44,0.46,2,technical,low
0.11,0.92,7,technical,low
0.38,0.5,2,technical,low
0.09,0.78,6,technical,low
0.11,0.79,6,technical,low
0.11,0.88,6,support,low
0.44,0.48,2,support,low
0.38,0.51,2,support,low
0.1,0.87,6,support,low
0.45,0.57,2,support,low
0.11,0.94,7,support,low
0.36,0.48,2,support,low
0.72,0.95,5,support,low
0.43,0.48,2,support,low
0.45,0.5,2,support,low
0.4,0.53,2,support,low
0.1,0.81,6,technical,low
0.83,0.93,5,technical,low
0.11,0.8,7,technical,medium
0.43,0.5,2,management,medium
